,Unnamed: 0,n1,n2,T1,P1,T2,P2,T3,P3,T34,P34,T4,P4,gc1,Qmfs,type
614,614,8980.857143,5402.857143,288,94400,692.3144586,1442315.291,1327.13153,1370199.527,995.1085651,345291.7355,767.6080471,99600,53.84022161,1.119981829,3
669,669,9033.142857,5455.142857,288,94400,695.2761651,1470445.009,1357.84451,1396922.759,1022.859708,357302.1835,782.5017583,99600,55.32873606,1.208551506,4
462,462,8850.142857,5272.142857,288,94400,670.7657978,1278196.279,1278.789047,1214286.465,965.8642122,321192.1431,761.4253348,99600,50.5063797,0.994651874,1
1108,1108,9399.142857,5821.142857,288,94400,729.9305405,1802481.081,1461.590704,1712357.027,1108.552384,442492.8505,808.5226161,99600,65.17911345,1.609238412,5
926,926,9242.285714,5664.285714,288,94400,721.7074432,1706094.857,1392.261304,1620790.114,1038.234673,389842.4032,777.3385061,99600,60.81115674,1.357146801,3
1272,1272,9556,5978,288,94400,734.6448736,1871078.416,1430.539755,1777524.495,1076.173166,440710.4493,782.3272149,99600,69.5183477,1.623977982,1
699,699,9059.285714,5481.285714,288,94400,697.8450238,1492775.26,1363.749158,1418136.497,1026.966822,361601.7441,783.2639295,99600,56.03790084,1.231932902,4
1466,1466,9712.857143,6134.857143,288,94400,760.3664418,2131649.716,1498.68885,2025067.23,1119.696108,479049.9957,808.0326233,99600,72.96939423,1.836662077,3
1486,1486,9739,6161,288,94400,754.7177862,2069739.658,1518.163661,1966252.675,1148.415637,495480.0804,817.0516763,99600,73.28407831,1.91309652,5
794,794,9137.714286,5559.714286,288,94400,707.8099856,1579627.87,1364.172727,1500646.476,1021.261707,371687.7814,773.3791952,99600,58.10000956,1.260563072,3
1317,1317,9582.142857,6004.142857,288,94400,747.4693696,1995108.787,1543.743642,1895353.347,1167.439519,472189.8772,842.9773862,99600,70.04620834,1.914874888,4
430,430,8824,5246,288,94400,672.7034592,1289216.306,1299.664569,1224755.491,983.304791,324581.3624,771.6259871,99600,49.64645051,1.012323901,5
358,358,8745.571429,5167.571429,288,94400,664.854492,1230354.912,1295.356628,1168837.166,985.7340236,318492.305,776.7560307,99600,47.45600914,0.971390549,5
163,163,8588.714286,5010.714286,288,94400,647.2031562,1108275.294,1272.069485,1052861.529,971.634569,293153.02,785.8267187,99600,43.0579147,0.867763093,2
757,757,9111.571429,5533.571429,288,94400,702.8412808,1537328.439,1371.997284,1460462.017,1032.259136,370062.9408,782.8732058,99600,57.45536699,1.271964188,2
470,470,8850.142857,5272.142857,288,94400,680.2982313,1342319.179,1297.160904,1275203.22,973.1673191,324657.2705,764.1263951,99600,50.20882292,1.007787995,3
1059,1059,9373,5795,288,94400,726.4577868,1768018.65,1437.627338,1679617.718,1081.779351,419188.0613,797.4996982,99600,64.50238945,1.540448388,4
440,440,8824,5246,288,94400,677.4327424,1320080.139,1291.589971,1254076.132,969.7084982,320920.9791,764.0336523,99600,49.490464,0.987638177,3
896,896,9216.142857,5638.142857,288,94400,719.2941647,1682123.579,1385.929435,1598017.4,1033.514002,385024.1876,776.0523663,99600,60.10429508,1.331597899,3
1372,1372,9634.428571,6056.428571,288,94400,747.9942555,2010786.976,1506.458187,1910247.627,1141.576329,486785.2003,815.9345967,99600,71.51097781,1.849273679,5
1347,1347,9608.285714,6030.285714,288,94400,749.4893658,2019449.078,1549.750552,1918476.624,1172.180103,477747.5621,844.4720889,99600,70.74890325,1.946372239,4
1129,1129,9425.285714,5847.285714,288,94400,733.1507988,1835260.773,1473.152115,1743497.734,1109.736105,433368.9469,813.3435922,99600,65.86111291,1.648747652,2
38,38,8484.142857,4906.142857,288,94400,643.3059059,1074379.203,1248.118164,1020660.243,953.9800519,286682.7759,776.9437075,99600,41.84639529,0.812219602,3
1152,1152,9451.428571,5873.428571,288,94400,726.5318426,1780605.284,1408.872405,1691575.02,1057.630815,421126.1242,777.0488217,99600,66.71993908,1.520721024,1
756,756,9111.571429,5533.571429,288,94400,699.335565,1510205.955,1346.660352,1434695.658,1012.221195,364554.3078,770.156384,99600,57.54341897,1.226070978,1
381,381,8771.714286,5193.714286,288,94400,669.7700488,1264263.377,1329.788063,1201050.208,1008.849182,319512.4403,794.6888786,99600,48.11171204,1.038194994,4
120,120,8562.571429,4984.571429,288,94400,644.4338717,1090098.627,1251.574009,1035593.696,956.6884838,290885.4471,776.4152884,99600,42.80108932,0.834613568,0
199,199,8614.857143,5036.857143,288,94400,651.3476087,1134647.604,1287.934364,1077915.224,982.5856587,297295.7421,790.8970569,99600,43.75615204,0.901520584,2
806,806,9137.714286,5559.714286,288,94400,711.8735302,1610638.393,1366.843578,1530106.474,1019.448492,370920.133,772.3835151,99600,57.9810808,1.256537668,3
1497,1497,9739,6161,288,94400,759.1157775,2111733.732,1579.169009,2006147.045,1195.664097,499132.6287,854.2907191,99600,73.21505949,2.077505096,4
681,681,9033.142857,5455.142857,288,94400,697.5717191,1487495.58,1391.059107,1413120.801,1049.968454,361493.3407,801.4088154,99600,55.26398854,1.271649974,4
297,297,8693.285714,5115.285714,288,94400,661.8326892,1205618.847,1328.678199,1145337.905,1011.635527,309814.2792,803.8629304,99600,45.90282323,0.999601295,4
340,340,8745.571429,5167.571429,288,94400,663.9457305,1224699.607,1282.808121,1163464.626,972.908217,313146.1307,771.794387,99600,47.48673927,0.951740099,5
385,385,8771.714286,5193.714286,288,94400,670.5686593,1269356.895,1330.135537,1205889.05,1008.176089,319329.2304,794.2991574,99600,48.08470034,1.037070483,2
642,642,9007,5429,288,94400,686.8706791,1405217.035,1311.515837,1334956.183,986.9478953,344327.6995,762.3194361,99600,54.77314139,1.117155903,1
373,373,8771.714286,5193.714286,288,94400,668.577032,1256684.014,1306.859731,1193849.813,989.8735975,317230.3529,781.7790046,99600,48.15190657,1.000403385,2
1110,1110,9425.285714,5847.285714,288,94400,729.4803823,1803040.686,1430.865991,1712888.652,1075.307196,425869.3036,788.9553613,99600,65.93514548,1.551592654,0
673,673,9033.142857,5455.142857,288,94400,696.2418243,1477752.646,1366.010315,1403865.013,1029.044359,358239.6129,786.8204265,99600,55.30291155,1.223109176,2
1209,1209,9503.714286,5925.714286,288,94400,737.1174956,1884808.684,1466.663655,1790568.249,1103.953219,444596.7711,803.2906456,99600,68.01625336,1.677359982,4
68,68,8510.285714,4932.285714,288,94400,644.2114913,1082393.633,1248.688107,1028273.951,953.7777264,287951.7211,776.0848764,99600,42.14576162,0.81776036,3
1159,1159,9451.428571,5873.428571,288,94400,735.3015124,1858975.13,1479.132423,1766026.373,1114.329853,438553.0451,814.6403559,99600,66.56446665,1.677244626,2
954,954,9268.428571,5690.428571,288,94400,706.4453457,1583116.42,1343.481409,1503960.599,1009.398714,379621.3589,760.1949224,99600,61.89575525,1.298213078,1
1011,1011,9320.714286,5742.714286,288,94400,724.579134,1743527.161,1462.657344,1656350.803,1103.436071,415469.8034,816.7966411,99600,63.03860267,1.569416698,4
438,438,8824,5246,288,94400,665.7941074,1242864.613,1263.66739,1180721.382,955.6609793,315499.4978,758.1697356,99600,49.85535768,0.962132357,1
225,225,8641,5063,288,94400,653.6215227,1151123.477,1288.970176,1093567.303,982.6596923,300602.7247,788.5155928,99600,44.51858119,0.915884448,4
1455,1455,9712.857143,6134.857143,288,94400,754.2723582,2073643.548,1531.566015,1969961.371,1155.804049,488056.4576,826.1206903,99600,73.086329,1.94731647,4
766,766,9111.571429,5533.571429,288,94400,702.7043334,1536261.284,1372.973156,1459448.219,1036.112071,375522.5848,782.8793577,99600,57.45883146,1.274366422,5
1162,1162,9451.428571,5873.428571,288,94400,733.5642829,1843531.25,1463.968989,1751354.688,1107.906816,447448.7955,805.6109496,99600,66.59891417,1.642864538,5
148,148,8562.571429,4984.571429,288,94400,644.9730273,1092975.458,1258.784852,1038326.685,964.0197644,293654.2243,778.4575925,99600,42.78154392,0.844595634,5
1117,1117,9425.285714,5847.285714,288,94400,730.6896417,1813605.576,1444.656502,1722925.298,1086.524279,428325.4518,796.8709711,99600,65.91087037,1.583099591,2
1039,1039,9346.857143,5768.857143,288,94400,726.5291657,1764376.136,1454.892751,1676157.33,1095.77414,417974.1908,809.3889401,99600,63.74979486,1.564307577,2
1395,1395,9660.571429,6082.571429,288,94400,750.5240039,2040240.096,1520.309555,1938228.092,1146.844175,480353.43,822.2994362,99600,72.20284343,1.900451125,4
682,682,9033.142857,5455.142857,288,94400,695.5032526,1472160.718,1360.889741,1398552.682,1029.420205,364932.452,782.9798606,99600,55.32267291,1.21427839,5
469,469,8850.142857,5272.142857,288,94400,678.2969987,1329017.382,1336.266278,1262566.513,1010.381574,330222.4058,789.0822592,99600,50.2744702,1.083930831,2
1230,1230,9529.857143,5951.857143,288,94400,737.8108302,1896000.12,1453.467564,1801200.114,1092.587933,446140.1709,793.2992044,99600,68.74349365,1.659084249,0
1228,1228,9503.714286,5925.714286,288,94400,738.5753628,1897957.632,1487.018532,1803059.75,1128.671199,465086.4934,814.8750493,99600,67.98863263,1.726910743,5
1120,1120,9425.285714,5847.285714,288,94400,730.1041591,1808484.251,1439.547226,1718060.039,1084.25953,431064.2207,793.8171255,99600,65.92263772,1.571756155,5
748,748,9085.428571,5507.428571,288,94400,701.2806289,1522136.977,1382.385265,1446030.128,1047.676465,378859.0733,790.1203169,99600,56.72317355,1.280409122,5
1035,1035,9346.857143,5768.857143,288,94400,725.5373629,1755861.503,1450.096345,1668068.428,1092.564275,417358.6077,807.095759,99600,63.77115904,1.555096675,4
900,900,9242.285714,5664.285714,288,94400,713.8542113,1642303.114,1389.966887,1560187.958,1044.617613,391726.4707,781.419605,99600,61.01056539,1.371049035,0
247,247,8667.142857,5089.142857,288,94400,655.6735402,1166066.439,1276.094254,1107763.117,970.7021057,302569.3853,777.9389968,99600,45.28456197,0.907800686,2
703,703,9059.285714,5481.285714,288,94400,698.8167093,1500208.073,1371.935784,1425197.669,1033.162778,362546.6901,787.5849609,99600,56.012366,1.246751069,2
52,52,8484.142857,4906.142857,288,94400,642.0575959,1067758.821,1253.53769,1014370.88,960.9679038,288372.3858,780.1125389,99600,41.89226367,0.822776839,5
44,44,8484.142857,4906.142857,288,94400,644.8531335,1082624.811,1246.306146,1028493.57,950.629665,286293.1855,774.8747574,99600,41.78926677,0.806492658,3
884,884,9216.142857,5638.142857,288,94400,715.1543929,1649281.559,1382.805721,1566817.481,1034.926914,385704.1894,776.7793133,99600,60.21957328,1.334769021,3
75,75,8510.285714,4932.285714,288,94400,644.4912053,1083885.13,1276.390146,1029690.873,977.3977722,289540.4423,792.0583307,99600,42.13549567,0.859127449,4
1449,1449,9712.857143,6134.857143,288,94400,752.7993933,2059610.592,1511.260725,1956630.063,1138.732243,483712.4161,813.8336352,99600,73.10969507,1.89327275,4
732,732,9085.428571,5507.428571,288,94400,694.5343271,1470103.965,1328.868499,1396598.767,998.9639442,356876.8556,764.3675067,99600,56.89104047,1.183254562,1
1346,1346,9608.285714,6030.285714,288,94400,752.3676695,2046026.407,1474.666867,1943725.086,1100.68809,460056.5801,793.4342688,99600,70.68205362,1.731258353,3
824,824,9163.857143,5585.857143,288,94400,710.2956398,1602841.829,1370.502342,1522699.737,1025.899417,376370.9882,774.5855862,99600,58.8069908,1.285257391,3
427,427,8824,5246,288,94400,673.3849773,1293629.101,1306.640117,1228947.646,987.7776049,323746.4642,775.7796104,99600,49.62414814,1.023439487,2
788,788,9137.714286,5559.714286,288,94400,705.9699303,1565062.257,1364.258699,1486809.144,1023.459272,372213.3584,774.8214667,99600,58.14629023,1.26501251,3
878,878,9216.142857,5638.142857,288,94400,713.2522231,1633733.764,1382.483007,1552047.076,1036.780244,386164.522,777.9842227,99600,60.26462585,1.338549258,3
206,206,8614.857143,5036.857143,288,94400,655.1458552,1155588.363,1250.830835,1097808.945,945.8625083,293577.5209,766.6613324,99600,43.61793875,0.835528862,3
428,428,8824,5246,288,94400,673.9720279,1297439.605,1293.166248,1232567.625,975.0113642,321859.7562,767.2281128,99600,49.60488977,0.997899884,3
1418,1418,9686.714286,6108.714286,288,94400,750.9734482,2050160.733,1477.478883,1947652.696,1106.211859,469426.0167,800.3629115,99600,72.92826938,1.797356733,3
458,458,8850.142857,5272.142857,288,94400,676.8383047,1319386.14,1299.101677,1253416.833,978.8584875,325843.1469,767.6618699,99600,50.32200249,1.018829852,3
705,705,9059.285714,5481.285714,288,94400,698.9839225,1501490.32,1380.348314,1426415.804,1040.541869,363800.4511,792.6827649,99600,56.00796094,1.263925027,4
397,397,8797.857143,5219.857143,288,94400,670.4909167,1271888.761,1300.792765,1208294.323,984.049829,319815.4381,775.4737594,99600,48.90573996,1.00246672,2
201,201,8614.857143,5036.857143,288,94400,651.5352703,1135676.222,1298.62981,1078892.41,991.8560909,298257.0842,797.318426,99600,43.74936295,0.918122205,4
915,915,9242.285714,5664.285714,288,94400,716.3310021,1662624.694,1425.319351,1579493.46,1073.839307,397381.8423,801.8894379,99600,60.95333936,1.446236432,4
1096,1096,9399.142857,5821.142857,288,94400,728.5728472,1790665.149,1442.468581,1701131.892,1088.835805,431177.9325,797.5515044,99600,65.20707607,1.56502858,5
48,48,8484.142857,4906.142857,288,94400,635.6982027,1032283.438,1223.413299,980669.2663,939.1624431,282585.4011,770.6352639,99600,42.12318516,0.790043556,1
960,960,9294.571429,5716.571429,288,94400,718.469578,1688020.573,1401.910922,1603619.544,1053.521791,401351.6473,783.6672578,99600,62.41900825,1.421810988,0
937,937,9268.428571,5690.428571,288,94400,717.3209525,1674587.367,1409.10279,1590857.998,1059.693332,398606.7614,789.9757543,99600,61.68909612,1.424038047,2
0,0,8458,4880,288,94400,640.8941789,1058459.461,1249.517089,1005536.488,957.6629803,285797.6545,779.9808826,99600,41.60217792,0.812526793,0
596,596,8954.714286,5376.714286,288,94400,693.4646383,1446735.749,1322.623324,1374398.962,988.1776476,340418.9132,765.5353349,99600,53.00628896,1.09204744,3
457,457,8850.142857,5272.142857,288,94400,676.24228,1315466.395,1312.566981,1249693.075,991.6283404,327758.1176,776.2086784,99600,50.34134729,1.044783946,2
712,712,9059.285714,5481.285714,288,94400,698.114496,1494833.419,1367.436933,1420091.748,1034.210128,369716.1879,784.2990533,99600,56.0308302,1.238988446,5
579,579,8954.714286,5376.714286,288,94400,687.3069632,1403502.99,1339.405402,1333327.841,1010.002579,344328.6659,779.7209743,99600,53.19841607,1.138650041,4
74,74,8510.285714,4932.285714,288,94400,645.7688445,1090715.924,1246.897576,1036180.128,950.4410287,287558.6157,774.0318493,99600,42.08847944,0.812016494,3
597,597,8954.714286,5376.714286,288,94400,690.7897341,1427911.624,1389.48861,1356516.043,1050.934597,350462.6319,808.4660628,99600,53.09089421,1.229488954,4
648,648,9007,5429,288,94400,684.656898,1388271.019,1300.204321,1318857.468,978.4421072,341300.0991,758.0949217,99600,54.82480383,1.099321547,1
96,96,8536.428571,4958.428571,288,94400,641.4851318,1070452.955,1241.964262,1016930.307,950.6343132,288088.2727,774.3928495,99600,42.57674915,0.819344635,1
1176,1176,9477.571429,5899.571429,288,94400,731.1346503,1826261.704,1428.231404,1734948.619,1072.814992,430948.9801,784.4657995,99600,67.38263928,1.575494156,1
322,322,8719.428571,5141.428571,288,94400,661.4592671,1206516.554,1284.326485,1146190.726,976.8165437,312367.5575,774.9201315,99600,46.74660801,0.942939572,5
1431,1431,9686.714286,6108.714286,288,94400,753.9281746,2078464.38,1546.6038,1974541.161,1168.674658,490240.9842,836.1529503,99600,72.88047313,1.985768175,4
1460,1460,9712.857143,6134.857143,288,94400,758.0380677,2109679.439,1497.030653,2004195.467,1120.353011,479006.0102,808.5521552,99600,73.02210671,1.838633985,3
865,865,9190,5612,288,94400,713.667505,1633331.93,1431.038355,1551665.334,1078.546879,390132.5958,809.2771361,99600,59.48832663,1.429250082,2
24,24,8458,4880,288,94400,632.9294187,1013485.082,1214.357348,962810.8279,933.6233875,279869.703,768.8236292,99600,41.890249,0.775672781,1
1040,1040,9346.857143,5768.857143,288,94400,728.8445561,1784043.743,1414.504383,1694841.556,1056.748336,409557.406,782.161723,99600,63.69480616,1.460722563,3
1062,1062,9373,5795,288,94400,720.1593835,1713153.393,1392.127486,1627495.723,1045.029312,406694.5354,774.196377,99600,64.61910178,1.444894274,1
1105,1105,9399.142857,5821.142857,288,94400,732.2123086,1822480.25,1481.712909,1731356.237,1117.000648,430724.2471,820.4957371,99600,65.13178504,1.653885678,2
354,354,8745.571429,5167.571429,288,94400,655.0674395,1168054.263,1239.100203,1109651.55,940.3852735,303188.8674,755.5703718,99600,47.76868646,0.895191934,1
415,415,8797.857143,5219.857143,288,94400,673.5448299,1291545.298,1336.371318,1226968.033,1012.216091,323386.0215,794.8696114,99600,48.80398581,1.059403348,2
1327,1327,9608.285714,6030.285714,288,94400,745.0521027,1977859.078,1484.150207,1878966.124,1116.863429,464337.8726,804.6873646,99600,70.82616153,1.77684135,2
1329,1329,9608.285714,6030.285714,288,94400,745.1776032,1979026.188,1489.082535,1880074.879,1121.263823,465424.8113,807.8244232,99600,70.82399349,1.79000657,4
1255,1255,9529.857143,5951.857143,288,94400,742.886507,1942249.351,1511.89284,1845136.883,1140.317367,457096.1186,827.3374321,99600,68.64924573,1.800769972,2
368,368,8771.714286,5193.714286,288,94400,668.2749498,1254770.48,1283.527035,1192031.956,969.6972452,314977.8296,768.25062,99600,48.16205433,0.960296216,3
1064,1064,9373,5795,288,94400,729.0160891,1790139.975,1419.216966,1700632.976,1062.265766,414889.5324,783.9542739,99600,64.44848056,1.489124412,3
51,51,8484.142857,4906.142857,288,94400,644.5148913,1080818.444,1289.285378,1026777.522,988.2092063,288934.5394,800.1268882,99600,41.80178192,0.871796632,4
987,987,9294.571429,5716.571429,288,94400,723.598964,1730971.308,1475.368211,1644422.742,1114.442881,413512.4549,826.6454054,99600,62.30191795,1.583432228,4
1132,1132,9425.285714,5847.285714,288,94400,731.414588,1819962.877,1457.923463,1728964.733,1103.211065,442081.3848,804.2384951,99600,65.89626311,1.614656773,5
957,957,9268.428571,5690.428571,288,94400,721.2597082,1707239.416,1468.847897,1621877.446,1109.462677,408354.2202,825.1062757,99600,61.59625148,1.554490022,4
342,342,8745.571429,5167.571429,288,94400,659.3813635,1195767.719,1259.5906,1135979.333,955.2687029,307657.7156,763.119555,99600,47.6354423,0.921424994,1
1220,1220,9503.714286,5925.714286,288,94400,741.907089,1928121.641,1449.790918,1831715.559,1083.566403,439695.1617,789.0788365,99600,67.92210226,1.621086947,3
502,502,8876.285714,5298.285714,288,94400,679.1040816,1337669.2,1321.679176,1270785.74,1001.485882,337400.7489,776.9908963,99600,51.05610975,1.072219237,5
1370,1370,9634.428571,6056.428571,288,94400,752.0542644,2049187.804,1477.587843,1946728.414,1104.899329,465432.6679,794.3771567,99600,71.44010305,1.758556383,3
1342,1342,9608.285714,6030.285714,288,94400,746.0078188,1986760.344,1500.539993,1887422.327,1136.859467,481082.9822,814.4622949,99600,70.80962639,1.819245917,5
774,774,9111.571429,5533.571429,288,94400,692.3653739,1455000.609,1310.239677,1382250.579,984.2505193,354056.0511,754.8785554,99600,57.69431722,1.164507683,1
110,110,8536.428571,4958.428571,288,94400,648.322664,1107688.755,1246.181845,1052304.317,947.2511328,288439.2447,771.3847782,99600,42.32697284,0.812336395,3
996,996,9320.714286,5742.714286,288,94400,718.2216255,1689685.761,1394.249859,1605201.473,1047.217648,401739.902,778.4664609,99600,63.17429839,1.421353485,1
76,76,8510.285714,4932.285714,288,94400,642.7793101,1074779.239,1251.935308,1021040.277,958.5782962,288883.9526,778.5610047,99600,42.19817135,0.825465605,5
654,654,9007,5429,288,94400,682.418084,1371330.317,1288.853978,1302763.801,969.9023253,338250.5451,753.8746818,99600,54.87645006,1.081498904,1
1459,1459,9712.857143,6134.857143,288,94400,755.368958,2084137.695,1536.974949,1979930.81,1159.535909,488979.389,828.8283454,99600,73.06885535,1.959853678,2
1126,1126,9425.285714,5847.285714,288,94400,730.7405797,1814051.687,1448.44831,1723349.103,1093.439032,436397.3223,798.8436738,99600,65.90984534,1.592499171,5
1044,1044,9346.857143,5768.857143,288,94400,713.0830591,1648069.317,1360.119804,1565665.851,1021.775643,393110.1641,762.7845913,99600,63.99128377,1.368517221,1
928,928,9242.285714,5664.285714,288,94400,716.1711231,1661306.688,1422.793839,1578241.354,1078.438962,410024.9877,799.338759,99600,60.95705089,1.440795093,5
1378,1378,9634.428571,6056.428571,288,94400,748.833941,2018697.877,1518.130258,1917762.984,1153.620919,494268.9684,823.0780635,99600,71.49673733,1.879563883,5
886,886,9216.142857,5638.142857,288,94400,712.5521667,1628042.364,1398.860783,1546640.246,1055.524965,395267.8164,788.2478894,99600,60.28111772,1.377142256,5
612,612,8980.857143,5402.857143,288,94400,684.2787594,1383989.308,1306.204998,1314789.843,983.4942803,340442.4858,762.2595417,99600,54.06503695,1.096482498,1
13,13,8458,4880,288,94400,642.5924068,1067439.829,1268.911174,1014067.837,972.4165323,286614.6414,790.2145754,99600,41.53954555,0.838114224,2
859,859,9190,5612,288,94400,712.4850801,1623953.84,1417.159643,1542756.148,1067.317876,388066.5839,801.3255636,99600,59.51968223,1.400877741,2
1135,1135,9425.285714,5847.285714,288,94400,734.4029283,1846357.097,1487.870731,1754039.242,1121.741986,435955.55,821.9100967,99600,65.83561672,1.682944343,2
145,145,8562.571429,4984.571429,288,94400,648.1054911,1109791.648,1292.939129,1054302.066,988.4851455,293091.2134,798.2272221,99600,42.66729352,0.890949241,2
739,739,9085.428571,5507.428571,288,94400,702.5019265,1531536.381,1391.456337,1454959.562,1048.368526,368985.2707,796.1899802,99600,56.69071038,1.296796609,2
1284,1284,9556,5978,288,94400,730.1689835,1829291.935,1411.983605,1737827.339,1061.73557,432102.9282,777.2205346,99600,69.56511772,1.585936517,1
30,30,8484.142857,4906.142857,288,94400,641.7818859,1066300.471,1249.976568,1012985.447,957.3577267,287066.9409,779.0342275,99600,41.90236764,0.817979307,0
894,894,9216.142857,5638.142857,288,94400,701.8512881,1539946.742,1332.055621,1462949.405,1000.936878,370698.9945,758.2733903,99600,60.49747433,1.251936221,1
50,50,8484.142857,4906.142857,288,94400,646.459004,1091229.79,1244.802714,1036668.301,947.4858724,285908.1538,772.9527108,99600,41.72964839,0.801119303,3
1122,1122,9425.285714,5847.285714,288,94400,724.4398794,1758116.558,1403.394655,1670210.73,1053.513564,416323.9154,776.1669003,99600,66.0198148,1.495418677,1
1314,1314,9582.142857,6004.142857,288,94400,731.1978614,1842842.742,1405.218324,1750700.605,1053.347011,427860.6543,772.0358853,99600,70.26840342,1.581876267,1
1069,1069,9373,5795,288,94400,728.7571276,1787890.657,1460.916688,1698496.124,1100.338489,423011.7249,810.5993075,99600,64.45396206,1.592010766,2
849,849,9190,5612,288,94400,710.3076336,1606362.652,1394.891203,1526044.52,1049.661269,384788.6247,788.8902196,99600,59.57212981,1.356168884,4
552,552,8928.571429,5350.571429,288,94400,678.9951002,1341539.435,1295.315201,1274462.463,976.4069559,332646.2671,761.9122041,99600,52.64426417,1.055217274,1
793,793,9137.714286,5559.714286,288,94400,706.4419756,1568794.099,1391.198695,1490354.394,1047.248914,376582.2855,791.3194594,99600,58.13451341,1.322268788,2
109,109,8536.428571,4958.428571,288,94400,646.2130226,1096332.288,1280.812277,1041515.673,979.5707204,290906.9789,792.8720689,99600,42.4046309,0.869220597,2
417,417,8797.857143,5219.857143,288,94400,673.8417554,1293468.981,1352.166142,1228795.532,1026.009159,325230.6449,804.3840821,99600,48.79402767,1.087202901,4
577,577,8954.714286,5376.714286,288,94400,687.2218534,1402881.536,1335.279967,1332737.459,1006.384234,343745.5389,777.217645,99600,53.20080669,1.130767565,2
360,360,8771.714286,5193.714286,288,94400,666.6813723,1244713.512,1285.2405,1182477.836,973.0691792,315512.3382,770.359218,99600,48.21538797,0.966641226,0
838,838,9163.857143,5585.857143,288,94400,708.877926,1591474.265,1402.806908,1511900.552,1063.145431,394281.7322,794.7430157,99600,58.84186043,1.359601686,5
129,129,8562.571429,4984.571429,288,94400,645.3563733,1095024.051,1264.522224,1040272.848,966.8387357,291524.3398,783.3338262,99600,42.76762564,0.85264222,4
1402,1402,9660.571429,6082.571429,288,94400,749.9674453,2034956.35,1512.472592,1933208.533,1146.412438,492608.4556,817.4786586,99600,72.2120573,1.879858314,5
921,921,9242.285714,5664.285714,288,94400,717.5865373,1673005.07,1443.508357,1589354.817,1088.889915,400257.2301,812.5043849,99600,60.92410799,1.485304978,4
578,578,8954.714286,5376.714286,288,94400,687.8831068,1407670.529,1322.378358,1337287.002,994.1199653,341843.4757,769.0409937,99600,53.18186805,1.104153688,3
828,828,9163.857143,5585.857143,288,94400,699.5090567,1516254.195,1333.290418,1440441.485,1001.148633,365870.0197,761.0430619,99600,59.05213404,1.228886075,1
270,270,8693.285714,5115.285714,288,94400,657.8125616,1181570.88,1270.476914,1122492.336,965.0693051,305173.6458,771.7705549,99600,46.04321817,0.910763817,0
252,252,8667.142857,5089.142857,288,94400,650.3466803,1134458.823,1245.083636,1077735.882,947.6431878,297626.365,764.837501,99600,45.46860085,0.868133628,1
1147,1147,9451.428571,5873.428571,288,94400,732.8256858,1836996.188,1450.521479,1745146.379,1091.020775,433440.3912,798.0990998,99600,66.61349061,1.610471575,2
444,444,8824,5246,288,94400,663.6848666,1228178.424,1253.438798,1166769.503,948.2240751,313166.8042,754.5549055,99600,49.91255745,0.948102248,1
282,282,8693.285714,5115.285714,288,94400,653.3988088,1154786.633,1249.76322,1097047.301,949.9783788,300873.0931,763.8775486,99600,46.19263884,0.885490679,1
675,675,9033.142857,5455.142857,288,94400,696.3981892,1478938.849,1374.242069,1404991.906,1036.243196,359402.1374,791.8037618,99600,55.29871961,1.2396824,4
1208,1208,9503.714286,5925.714286,288,94400,737.7293701,1890318.586,1447.684514,1795802.657,1085.977607,440462.4506,790.6559127,99600,68.00467924,1.626415666,3
267,267,8667.142857,5089.142857,288,94400,658.8071408,1184223.873,1323.742907,1125012.68,1009.090265,306345.5004,804.5338971,99600,45.17343137,0.979629892,4
630,630,9007,5429,288,94400,691.5538389,1439848.753,1335.71219,1367856.315,1005.505421,350900.1278,772.5481341,99600,54.64919292,1.155266458,0
687,687,9033.142857,5455.142857,288,94400,698.8124485,1496485.69,1408.878428,1421661.405,1064.656007,363923.9612,811.7715027,99600,55.22626442,1.305688789,4
1350,1350,9634.428571,6056.428571,288,94400,745.7270995,1989546.78,1475.232955,1890069.441,1109.354714,466759.4668,797.4256676,99600,71.54921248,1.768891422,0
172,172,8588.714286,5010.714286,288,94400,645.8034554,1100761.803,1257.456547,1045723.713,961.828107,294249.6079,776.986082,99600,43.108595,0.847940405,5
810,810,9163.857143,5585.857143,288,94400,706.6995779,1574139.077,1371.815191,1495432.123,1031.231286,377580.8578,778.1264644,99600,58.89503555,1.296515877,0
128,128,8562.571429,4984.571429,288,94400,645.9922682,1098428.002,1249.803751,1043506.602,953.3739241,290491.4312,774.3883261,99600,42.74449895,0.828831349,3
1363,1363,9634.428571,6056.428571,288,94400,748.3251945,2013901.983,1504.702304,1913206.884,1133.517943,472718.089,814.6844497,99600,71.50537046,1.84350332,2
308,308,8719.428571,5141.428571,288,94400,662.3696709,1212116.259,1273.53289,1151510.446,964.1940873,308072.5338,769.0702263,99600,46.71542363,0.922854558,3
156,156,8588.714286,5010.714286,288,94400,643.3018372,1086712.648,1243.072067,1032377.016,950.172003,290680.7407,772.5932601,99600,43.19848183,0.83069852,1
690,690,9059.285714,5481.285714,288,94400,696.7241963,1484240.471,1347.571966,1410028.447,1013.768894,359483.3571,774.1511754,99600,56.06722144,1.200939342,0
1339,1339,9608.285714,6030.285714,288,94400,747.66589,2002276.695,1514.144639,1902162.86,1141.474697,470319.2906,822.325177,99600,70.78080296,1.852315169,2
